Date;Projet;Description;Temps (en heure);Tache
2018-02-01;VINSI;Mise a jour droits circulation;2;TMA
2018-02-02;VINSI;Aide problèmes DRM;2;TMA
2018-02-06;VINSI;Aide problèmes DRM;1;TMA
2018-02-12;VINSI;Traitement fichier EDI;1;TMA
2018-02-14;VINSI;Correction retour Douane;1,5;TMA
2018-02-19;VINSI;Annulation de contrat;1;TMA
2018-02-22;VINSI;Transmission DRM viti;0,5;TMA
2018-02-26;VINSI;Annulation de DRM d'un viti;0,5;TMA
2018-02-26;VINSI;Extraction comptable;1;TMA
2018-02-27;VINSI;Vente négoce à négoce sur les DRM;3;TMA
2018-02-28;VINSI;Direction Technique;0,5;TMA
