Date;Projet;Description;Temps (en heure);Tache
2018-02-01;DeclarVins;Demandes;4,5;TMA
2018-02-02;DeclarVins;Languedoc;1;TMA
2018-02-07;DeclarVins;Demandes;3;TMA
2018-02-09;DeclarVins;Autocomplete DRM negociant/vini bug;1,5;TMA
2018-02-09;DeclarVins;Devalidation DRM;2;TMA
2018-02-12;DeclarVins;Demandes TMA;2;TMA
2018-02-14;DeclarVins;Demandes TMA;1;TMA
2018-02-16;DeclarVins;Demandes TMA;0,5;TMA
2018-02-16;DeclarVins;Filtre Nego/Vini;2,5;TMA
2018-02-20;DeclarVins;Demandes TMA;2;TMA
2018-02-21;DeclarVins;Demandes TMA;1,5;TMA
2018-02-21;DeclarVins;EDI Declic;5,5;TMA
2018-02-22;;DeclarVins;Demandes TMA;3;TMA
