Date;Projet;Description;Temps (en heure);Tache
2018-02-13;EliteAuto;GP Bwat;Forfait
2018-02-14;EliteAuto;GP Bwat;Forfait
2018-02-16;EliteAuto;GP Bwat;Forfait
2018-02-20;EliteAuto;GP Bwat;Forfait
2018-02-22;EliteAuto;GP Bwat;Forfait
