Date;Projet;Description;Temps (en heure);Tache
2021-05-03;VinsIGP;Developpements;10;Forfait
2021-05-03;VinsIGP;facturation pour igp13;5;Forfait
2021-05-04;VinsIGP;facturation et template pour igp13;5,5;Forfait
2021-05-07;VinsIGP;aide facturation igp13;1,5;Forfait
2021-05-10;VinsIGP;corrections de facturation igp13;2;Forfait
2021-05-11;VinsIGP;ajout de parametrage facturation avec clefs;2;Forfait
2021-05-12;VinsIGP;facturation et import igp13;1;Forfait
2021-05-17;VinsIGP;facturation correction igp13;1;Forfait
2021-05-18;VinsIGP;import drev vdp vers igp;2;Forfait
2021-05-19;VinsIGP;import drev vdp vers igp;5;Forfait
2021-05-20;VinsIGP;aide sur la facturation igp13;1;Forfait
2021-05-31;VinsIGP;Assistance / Demande;21;Forfait
2021-05-31;VinsIGP;Developpement (Affectation des lots IGPVAUCLUSE);7;Forfait
2021-05-31;VinsIGP;Dév et ajustement;21;Forfait
2021-05-31;VinsIGP;Direction technique;28;Forfait
2021-05-31;VinsIGP;Export compte, éditer chais, coordonnées (Lat/Lon);21;Forfait
2021-05-31;VinsIGP;Exports;14;Forfait
2021-05-31;VinsIGP;Facturation + corrections;73,5;Forfait
