Date;Projet;Description;Temps (en heure);Tache
2015-08-05;CIVA;Réunion DRM;7;DRM
2015-08-05;CIVA;Reunion DRM;7;TMA
2015-08-12;CIVA;Mise à jour tiers et mail DS Propriété;1;TMA
2015-08-13;CIVA;Ouverture et mise à jour DR 2015 en préprod;2;TMA
2015-08-24;CIVA;Conditionnement bloc contrat et création tiers;2;TMA
2015-09-04;CIVA;Mails de rappel DS;3,5;TMA
2015-09-08;CIVA;Export Télédéclants DR;1;TMA
2015-09-18;CIVA;Date de modifications PDF DR;1;TMA
2015-09-21;CIVA;DS problème déclarant et migration vers civa2;1;TMA
2015-09-22;CIVA;Exports des déclarant DS;1,5;TMA
2015-09-28;CIVA;Générations DS XML;1;TMA
2015-09-29;CIVA;Mise à dispositions stats DS;2;TMA
