Date;Projet;Description;Temps (en heure);Tache
2015-08-03;GIILDA;Étude solution BNIA Cahors;1,5;Contrats
2015-08-12;GIILDA;Contrats widget bootstrap;3,5;Contrats
2015-08-13;GIILDA;Autocomplete permissif;2;Contrats
2015-08-18;GIILDA;Point sprint 3;2;Contrats
2015-08-19;GIILDA;Sprint 3 Contrat;6;Contrats
2015-08-20;GIILDA;Sprint 3 Contrat;7;Contrats
2015-08-21;GIILDA;Sprint 3 Contrat;5;Contrats
2015-08-25;GIILDA;Sprint 3 Contrat;4;Contrats
2015-08-28;GIILDA;Sprint 3 Contrat;6;Contrats
2015-08-31;GIILDA;Adaption DRM loire;5;DRM
2015-08-31;GIILDA;Sprint 3 Contrat;7;Contrats
2015-09-01;GIILDA;Adaption DRM loire;4;DRM
2015-09-01;GIILDA;Sprint 3 Contrat;4;Contrats
2015-09-02;GIILDA;Bootstrapisation DRM;3,5;DRM
2015-09-02;GIILDA;Sprint 3 Contrat;4;Contrats
2015-09-03;GIILDA;Bootstrapisation DRM;3,5;DRM
2015-09-03;GIILDA;Sprint 3 Contrat;7;Contrats
2015-09-04;GIILDA;Sprint 3 Contrat;4;Contrats
2015-09-07;GIILDA;Bootstrapisation DRM;3,5;DRM
2015-09-15;GIILDA;Bootstrapisation DRM;2;DRM
2015-09-16;GIILDA;Bootstrapisation DRM;7;DRM
2015-09-17;GIILDA;Réunion Contrat et DRM;7;DRM
