Date;Projet;Description;Temps (en heure);Tache
2015-08-03;DeclarVins;Teledeclaration DRM;7;Forfait
2015-08-04;DeclarVins;Mise à jour doc EDI externe;1;TMA
2015-08-04;DeclarVins;Teledeclaration DRM;7;Forfait
2015-08-05;DeclarVins;Assistance Saisie DRM IR;1;TMA
2015-08-06;DeclarVins;Bug validation DRM;2;TMA
2015-08-06;DeclarVins;Teledeclaration DRM;5;Forfait
2015-08-07;DeclarVins;Teledeclaration DRM;7;Forfait
2015-08-10;DeclarVins;Teledeclaration DRM;6;Forfait
2015-08-11;DeclarVins;Teledeclaration DRM / Conf;7;Forfait
2015-08-12;DeclarVins;Mockup DRM;3;TMA
2015-08-12;DeclarVins;Teledeclaration DRM / Conf;3;Forfait
2015-08-13;DeclarVins;Teledeclaration DRM / Conf;6;Forfait
2015-08-18;DeclarVins;Tickets 15917 15924;5;TMA
2015-08-25;DeclarVins;Ticket 15947;2;TMA
2015-08-26;DeclarVins;Reunion Avignon;7;TMA
2015-09-02;DeclarVins;Ticket 15998;2;TMA
2015-09-04;DeclarVins;Tickets 14493 15009 15604;4;TMA
2015-09-23;DeclarVins;Point projet;2;TMA
2015-09-23;DeclarVins;Tickets 16143 16071;4;TMA
2015-09-25;DeclarVins;Reunion avec Antislash;4;TMA
2015-09-29;DeclarVins;Catalogue produit pour antislash;2;TMA
2015-09-29;DeclarVins;EDI externe;2;TMA
2015-09-30;DeclarVins;EDI externe;5;TMA
