Date;Projet;Description;Temps (en heure);Tache
2016-07-05;VINSI;Changement du PDF des Igp;3;Contrat IGP
2016-07-05;VINSI;Résolution de problèmes dans les revendiqués (format fichier);4;TMA
2016-07-06;VINSI;Changement du PDF des Igp;1,5;Contrat IGP
2016-07-11;VINSI;Adaptation annexes douanes;3;DRM Douane
2016-07-12;VINSI;Ajout des statistiques Européenes;6;DRM Douane
2016-07-13;VINSI;Observations au niveau détail;7;DRM Douane
2016-07-18;VINSI;Coche dans la popup;3;DRM Douane
2016-07-20;VINSI;Téléphone Fanny Vrac IGP;1;Contrat IGP
2016-07-25;VINSI;Gestion de coche transmission avec droit;3;DRM Douane
2016-07-26;VINSI;Débug IGP en attendant les contrats;1,5;Contrat IGP
