Date;Projet;Description;Temps (en heure);Tache
2016-07-01;CIVA;Migration des comptes;1;Migration des comptes
2016-07-04;CIVA;Migration des comptes;5;Migration des comptes
2016-07-05;CIVA;Migration des comptes;3,5;Migration des comptes
2016-07-07;CIVA;Migration des comptes;6;Migration des comptes
2016-07-11;CIVA;Migration des comptes;3;Migration des comptes
2016-07-11;CIVA;Mise à jour des tiers pour l'ouverture de la DS;0,5;TMA
2016-07-12;CIVA;Capture d'écran évolution DR VTSGN;2;TMA
2016-07-12;CIVA;Migration des comptes;2,5;Migration des comptes
2016-07-12;CIVA;Préparation de la DS Juillet 2016;3,5;TMA
2016-07-13;CIVA;Envoi des mails, import des lieux de stockage et Ouverture de la DS;2,5;TMA
2016-07-13;CIVA;Migration des comptes;3,5;Migration des comptes
2016-07-13;CIVA;Plugin Configuration et DRM dans le projet;3,5;DRM
