Projet;Tâche;Temps (en heure);Temps (en jours)
24eme;;10,5;1,5
24ème;24ème;10;1,4
24eme;Tactical Meeting;4;0,6
24ème;TOTAL;10;1,4
24eme;TOTAL;14,5;2,1
Aurouze;Contrat;1;0,1
Aurouze;Contrats;7;1,0
Aurouze;Facture;11;1,6
Aurouze;Mobile;34;4,9
Aurouze;Recherche;1,5;0,2
Aurouze;Reconduction;1;0,1
Aurouze;TMA;2,5;0,4
Aurouze;TOTAL;58;8,3
AVA;TMA;6;0,9
AVA;TOTAL;6;0,9
CIVA;DRM;42,5;6,1
CIVA;DR/TMA;4,5;0,6
CIVA;DR VTSGN;18,5;2,6
CIVA;Serveur DR;7;1,0
CIVA;TOTAL;72,5;10,4
DeclarVins;TMA;55,5;7,9
DeclarVins;TOTAL;55,5;7,9
Elite-Auto;Elite auto;4;0,6
Elite-Auto;Forfait;3,5;0,5
Elite-Auto;Préparation;5,5;0,8
Elite-Auto;Réunion;3;0,4
Elite-Auto;TOTAL;16;2,3
GIILDA;IVBD;31,75;4,5
GIILDA;IVSO;9,25;1,3
GIILDA;TMA;4;0,6
GIILDA;TOTAL;45;6,4
Sancerre;Dév;15;2,1
Sancerre;DRM;23,5;3,4
Sancerre;Facture;15,5;2,2
Sancerre;Forfait;22,5;3,2
Sancerre;Réunion;14;2,0
Sancerre;TMA;4;0,6
Sancerre;TOTAL;94,5;13,5
VINSI;EDI;18;2,6
VINSI;TMA;11,5;1,6
VINSI;TOTAL;29,5;4,2
