Date;Projet;Description;Temps (en heure);Tache
2020-01-03;IVSO;drm et 5 chiffres aprs virgule;1,5;TMA
2020-01-10;IVSO;drm et ciel1;11;TMA 2019
2020-01-14;IVSO;Reunion;4,5;Reunion
2020-01-17;IVSO;drm et transmission;3,5;TMA 2019
2020-01-20;IVSO;Annulation génération de facture;0,5;TMA 2019
2020-01-30;IVSO;Contrats;1;TMA 2019
2020-01-31;IVSO;Direction technique;10,5;TMA
2020-01-31;IVSO;Pas de couleurs dans les tags;1,5;TMA 2019
2020-01-31;IVSO;Préparation de la réunion;1,75;Nextcloud
2020-01-31;IVSO;Réunion Nextcloude et démat;3,5;Reunion
2020-01-31;IVSO;TMA DRM et Facturation et mise à jour taux douane;7,0;TMA
