Date;Projet;Description;Temps (en heure);Tache
2020-01-10;Aurouze;TMA;2,5;TMA Tuenet
2020-01-17;Aurouze;TMA;2;TMA Tuenet
2020-01-20;Aurouze;Modifs suite à la réunion;2;Évolutions
2020-01-20;Aurouze;Reunion;4,5;Évolutions
2020-01-20;Aurouze;Réunion Cécile;3,5;Évolutions
2020-01-24;Aurouze;ticket et amelioration;6;Évolutions
2020-01-27;Aurouze;probleme de contrat;2,5;TMA
2020-01-28;Aurouze;Assistance / Demande;0,5;TMA
2020-01-29;Aurouze;tickets et cron;9;Évolutions
2020-01-30;Aurouze;Assistance / Demande;1;TMA Tuenet
2020-01-31;Aurouze;Assistance / Demande;2;TMA
2020-01-31;Aurouze;Debug facuration;1,75;TMA
