Date;Projet;Description;Temps (en heure);Tache
2020-01-02;VINSI;Maj contrat;1;TMA
2020-01-07;VINSI;Transmission douane Lacheteau;1;TMA
2020-01-08;VINSI;Transmission douane Lacheteau;1;TMA
2020-01-09;VINSI;Transmission douane Lacheteau;1;TMA
2020-01-10;VINSI; TMA;8;TMA
2020-01-10;VINSI;xml export innov;4;ODG
2020-01-17;VINSI;TMA classique;2;TMA
2020-01-17;VINSI;xml export innov et test;4;ODG
2020-01-24;VINSI;TMA classique;2;TMA
2020-01-24;VINSI;xml export innov par region au global;6,5;ODG
2020-01-27;VINSI;xml export innov par region ;2,5;ODG
2020-01-28;VINSI;factures electronique;3,5;TMA
2020-01-31;VINSI;Direction technique;21;VINSI/SV12
2020-01-31;VINSI;Direction technique;3,5;ODG
2020-01-31;VINSI;TMA DREV;1,75;ODG
