Date;Projet;Description;Temps (en heure);Tache
2016-04-01;DeclarVins;Ticket 16885;5;TMA
2016-04-01;DeclarVins;Ticket 17146;1;TMA
2016-04-04;DeclarVins;Ticket 17150;3;TMA
2016-04-06;DeclarVins;Evol CIEL;3;Forfait
2016-04-06;DeclarVins;Ticket 17147;4;TMA
2016-04-07;DeclarVins;Evol CIEL;7;Forfait
2016-04-08;DeclarVins;Evol CIEL;7;Forfait
2016-04-15;DeclarVins;Mise a jour CAS / LDAP pour vinternet;3;TMA
2016-04-19;DeclarVins;Evol CIEL;7;Forfait
2016-04-21;DeclarVins;Evol CIEL;7;Forfait
2016-04-28;DeclarVins;Evol CIEL;2;Forfait
