Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2016-04-01;DeclarVins;Ticket 16885;5;TMA
2016-04-01;DeclarVins;Ticket 17146;1;TMA
2016-04-04;DeclarVins;Ticket 17150;3;TMA
2016-04-04;Aurouze;Dev;4;Forfait
2016-04-05;Aurouze;Dev;7;Forfait
2016-04-06;DeclarVins;Ticket 17147;4;TMA
2016-04-06;DeclarVins;Evol CIEL;3;Forfait
2016-04-07;DeclarVins;Evol CIEL;7;Forfait
2016-04-08;DeclarVins;Evol CIEL;7;Forfait
2016-04-11;Aurouze;Dev;7;Forfait
2016-04-12;CIVA;DRM;7;Forfait
2016-04-13;CIVA;Reunion;7;Réunion
2016-04-14;Aurouze;Dev;7;Forfait
2016-04-15;DeclarVins;Mise a jour CAS / LDAP pour vinternet;3;TMA
2016-04-15;Aurouze;Dev;5;Forfait
2016-04-18;Aurouze;Dev;7;Forfait
2016-04-19;DeclarVins;Evol CIEL;7;Forfait
2016-04-20;24ème;Malade;0;24ème
2016-04-21;DeclarVins;Evol CIEL;7;Forfait
2016-04-22;Aurouze;Dev;7;Forfait
2016-04-25;Aurouze;Dev;7;Forfait
2016-04-26;Aurouze;Dev;7;Forfait
2016-04-27;Aurouze;Dev;7;Forfait
2016-04-28;24ème;FranceViande Preparation;0;24ème
2016-04-28;DeclarVins;Evol CIEL;2;Forfait
2016-04-29;24ème;FranceViande Preparation + RDV;0;24ème
2016-04-29;Aurouze;Dev;3;Forfait
2016-04-01;GIILDA;traitement export bi;6;export bi
2016-04-01;VINSI;Controle Facturation 2015;1;TMA
2016-04-04;Aurouze;transformation structure des contrats et passages;7;contrat
2016-04-05;Aurouze;transformation structure des contrats et passages;7;import
2016-04-06;GIILDA;contrat igp fa;6;export France agrimer
2016-04-06;VINSI;recherche problème CVO;1;TMA
2016-04-07;GIILDA;avancement mis en production;1;Réunion
2016-04-07;GIILDA;gestion pdf facture libre;2,5;Facturation
