Date;Projet;Description;Temps (en heure);Tache
2016-04-01;VINSI;Controle Facturation 2015;1;TMA
2016-04-06;VINSI;Intervention DRM + tableau des mouvements;1;TMA
2016-04-06;VINSI;recherche problème CVO;1;TMA
2016-04-07;VINSI;correction problème répartition et gestion preprod;2;TMA
2016-04-07;VINSI;DRM igp et problème de facturation;2;Réunion
2016-04-08;VINSI;bug d'export bi;3;TMA
2016-04-08;VINSI;erreur saisi droit douane;1;TMA
2016-04-08;VINSI;Intervention DRM;0,5;TMA
2016-04-12;VINSI;bug d'export bi;1;TMA
2016-04-12;VINSI;Facturation 100% viti;3;TMA
2016-04-14;VINSI;bug alerte;0,5;TMA
2016-04-14;VINSI;bug d'export bi;0,5;TMA
2016-04-28;VINSI;gestion IGP dans contrat;3;Contrat IGP
2016-04-28;VINSI;reunion telephonique;1,5;Réunion
