Projet;Tâche;Temps (en heure);Temps (en jours)
24ème;24ème;6,5;0,9
24eme;;32,5;4,6
24EME;Congés;21;3,0
24EME;Tactical Meeting;3,5;0,5
24EME;TOTAL;24,5;3,5
24eme;TOTAL;32,5;4,6
24ème;TOTAL;6,5;0,9
Aurouze;TMA;9,5;1,4
Aurouze;TOTAL;9,5;1,4
AVA;Facturation 2018;13,5;1,9
AVA;TMA;1,5;0,2
AVA;TOTAL;15;2,1
CIVA;Réunion;2;0,3
CIVA;TMA;18,5;2,6
CIVA;TOTAL;20,5;2,9
DeclarVins;TMA;14,5;2,1
DeclarVins;TOTAL;14,5;2,1
EliteAuto;;0;0,0
EliteAuto;Forfait;3;0,4
EliteAuto;TOTAL;3;0,4
Formation;Formation;6;0,9
Formation;TOTAL;6;0,9
IVBD;Réunion;2,5;0,4
IVBD;TMA;9,5;1,4
IVBD;TOTAL;12;1,7
IVSO;TMA;8,5;1,2
IVSO;TOTAL;8,5;1,2
NathanMode;Forfait;23,5;3,4
NathanMode;TOTAL;23,5;3,4
ODGProvence;Forfait;158,5;22,6
ODGProvence;TOTAL;158,5;22,6
ODGRhone;Forfait;7,5;1,1
ODGRhone;TMA;16;2,3
ODGRhone;TOTAL;23,5;3,4
Pythagore;Forfait;42;6,0
Pythagore;TOTAL;42;6,0
Sancerre;TMA;12,5;1,8
Sancerre;TOTAL;12,5;1,8
VINSI;Réunion;14;2,0
VINSI;TMA;8,5;1,2
VINSI;TOTAL;22,5;3,2
