Date;Client;Description;Temps (en heure);Catégorie
2026-06-30;Gaillac;TMA;14;TMA
2026-06-30;Gaillac;TMA;9;TMA
2026-06-30;Gaillac;TMA Hash;8,5;TMA
2026-06-31;Gaillac;TMA;3,5;TMA
