Date;Client;Description;Temps (en heure);Catégorie
2026-06-30;IGPAtlantique;;2;Forfait
2026-06-30;IGPAtlantique;Developpements;7;Forfait
2026-06-30;IGPAtlantique;Réunion;2;Forfait
2026-06-31;IGPAtlantique;Developpements;1;Forfait
2026-06-31;IGPAtlantique;reunion IGP Atlantique;3;Forfait
