Date;Projet;Description;Temps (en heure);Tache
2020-03-06;VINSI;tma DRM ;5;TMA
2020-03-13;VINSI;tma DRM ;1;TMA
2020-03-16;VINSI;configuration;2;TMA
2020-03-16;VINSI;entrées / sorties Colonnes VCI;1;TMA
2020-03-16;VINSI;vigilance reintegration;1;TMA
2020-03-17;VINSI;5 chiffres après la virgule;2;TMA
2020-03-17;VINSI;bug affichage colonne vide;2;TMA
2020-03-18;VINSI;5 decimales par défaut;0,5;TMA
2020-03-18;VINSI;Fix 403 contrat;2;TMA
2020-03-20;VINSI;tma DRM ;6,5;TMA
2020-03-24;VINSI;retour douane compte negociant;1,5;TMA
2020-03-27;VINSI;tma DRM ;3,5;TMA
2020-03-31;VINSI;Direction technique;7;ODG DT
2020-03-31;VINSI;Direction technique;7;TMA DT
2020-03-31;VINSI;TMA;14,0;TMA
