Date;Projet;Description;Temps (en heure);Tache
2019-06-03;VINSI;Facturation par email;8;Facturation
2019-06-04;VINSI;Facturation electronique et paiement en ligne;7;Reunion
2019-06-05;VINSI;Facturation electronique et paiement en ligne;3;Facturation
2019-06-07;VINSI;Facturation electronique et paiement en ligne;11;Facturation
2019-06-07;VINSI;probleme douane;2,5;TMA
2019-06-11;VINSI;Facturation electronique et paiement en ligne;3,5;Facturation
2019-06-12;VINSI;Facturation electronique et paiement en ligne;3,5;Facturation
2019-06-13;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-14;VINSI;Facturation electronique et paiement en ligne;6;Facturation
2019-06-17;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-21;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-21;VINSI;transmission DRM;1;TMA
2019-06-25;VINSI;odgloire compte et droits;7;ODG
2019-06-28;VINSI;odgloire compte et droits;7;ODG
2019-06-28;VINSI;probleme drm;1,5;TMA
2019-06-30;VINSI;CRD;4;TMA
2019-06-30;VINSI;Direction technique;7;TMA
2019-06-30;VINSI;DRM;4;TMA
2019-06-30;VINSI;Facturation electronique et paiement en ligne;7;Facturation
2019-06-30;VINSI;Facturation electronique et paiement en ligne;7;Reunion
2019-06-30;VINSI;ODG;17,5;ODG
2019-06-30;VINSI;ODG;3,5;ODG Réunion
2019-06-30;VINSI;TMA;10,5;TMA
