Date;Projet;Description;Temps (en heure);Tache
2020-09-01;DeclarVins;Check n° d'accise;0,5;TMA
2020-09-02;DeclarVins;Mois d'ouverture au lieu de campagne pre;1;TMA
2020-09-04;DeclarVins;DRM ciel;2;TMA
2020-09-08;DeclarVins;fix libellés avec lib complém;1,5;TMA
2020-09-10;DeclarVins;Correction libelle mois de stock;1;TMA
2020-09-10;DeclarVins; drm ivse;3;TMA
2020-09-10;DeclarVins;Match sous famille vendeur raisin;1,5;TMA
2020-09-30;DeclarVins;Assistance / Demande;33;TMA
2020-09-30;DeclarVins;Evolution relance des contrats aux prix non definitif;5;TMA
2020-09-30;DeclarVins;TMA DRM et Contrats;7,0;TMA
