Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2022-12-31;IR;Facturation;2;Facturation
2022-12-31;IR;Evolution contrat;3,5;Pluriannuel
2022-12-31;IR;Fine tuning contrat;7;Pluriannuel
2022-12-31;IR;Assistance / Demande;14;TMA
2022-12-31;IVSE;Assistance / Demande;17,5;TMA
2022-12-31;CIVA;Developpement;21;Contrat pluriannuel
2022-12-31;CIVA;Fine tuning contrat;7;Contrat pluriannuel
2022-12-31;CIVA;Assistance / Demande;3,5;TMA
2022-12-31;BIVC;Assistance / Demande;1;TMA
2022-12-31;ODGProvence;Scrapping stock;3,5;scrapping DS
2022-12-31;VinsIGP;Assistance / Demande;1;TMA
2022-12-31;ODGRhone;Assistance / Demande;1;TMA
2022-12-31;AVA;Assistance / Demande;0,5;TMA
2022-12-31;VinsIGP;TMA;14,0;TMA
2022-12-31;ODGRhone;TMA;3,5;TMA
2022-12-31;CIVA;SV11/SV12;42,0;SV11/SV12
2022-12-31;CIVA;Contrat pluriannuel;21,0;Contrat pluriannuel
2022-12-31;CIVA;TMA;7,0;TMA
2022-12-31;CIVA;Viticonnect pour passerelle;7,0;Viticonnect
2022-12-31;AVA;Affectation parcellaire crémant;3,5;AffectationParcellaireCVI
2022-12-31;AVA;TMA;3,5;TMA
2022-12-31;Aurouze;TMA;3,5;TMA
2022-12-31;CIVA;Déclaration SV11/SV12;63,5;SV11/SV12
2022-12-31;VinsIGP;TMA;5;TMA
2022-12-31;ODGRhone;TMA;4;TMA
2022-12-31;AVA;TMA;0,5;TMA
2022-12-31;IVBD;TMA;1,5;TMA
2022-12-31;Aurouze;TMA;2;TMA
2022-12-31;BIVC;Métabase;2;NonFacturable
2022-12-31;IR;Contrats pluriannuel;10,5;Pluriannuel
2022-12-31;IR;TMA;1;TMA
2022-12-01;PlateauUrbain;Commune mesure integration;1,0;CommuneMesure
2022-12-02;Juricaf;Scrapping Belgique,Canada,Monaco;21,0;TMA DT
2022-12-22;ODGProvence;Scrapping;7,0;scrapping DS
2022-12-22;Aurouze;TMA;0,5;TMA
2022-12-31;ODGRhone;Direction technique;7;TMA + Vendange
2022-12-31;VinsIGP;Direction technique;10,5;TMA
2022-12-31;CNIV;Direction technique;3,5;Dev
2022-12-31;CIVP;Direction technique;3,5;TMA - Stats metabase
2022-12-31;CIVA;Direction technique;10,5;TMA - SV12
2022-12-31;BIVC;Direction technique;3,5;TMA
2022-12-31;IVBD;Direction technique;10,5;TMA
2022-12-31;AHJUCAF;Direction technique;3,5;TMA + réunion
