Date;Projet;Description;Temps (en heure);Tache
2019-02-13;TueNet;Adaptation tuenet et import de donnees;5,5;TueNet
2019-02-14;TueNet;mis en prod et import de donnees;2,5;TueNet
2019-02-15;TueNet;correction pour import tue net avec rendezvous;2,5;TueNet
