Date;Projet;Description;Temps (en heure);Tache
2019-02-13;CIVA;Mercuriales Export PDF ;5;Mercuriales
2019-02-14;CIVA;Reunion;3,5;Réunion
2019-02-14;CIVA;Reunion;4;Réunion
2019-02-22;CIVA;Mercuriales Export PDF ;4;Mercuriales
2019-02-25;CIVA;Mercuriales Export PDF ;3;Mercuriales
2019-02-26;CIVA;Mercuriales Gestion Cremant;7;Mercuriales
2019-02-26;CIVA; reparation des drm pour la reprise des donnees;6,5;TMA
2019-02-27;CIVA;Mercuriales Mise en page;2;Mercuriales
2019-02-28;CIVA;DRM, Import DRM EDI, Gestion des tiers;24,5;TMA
2019-02-28;CIVA;Réunion;3,5;Réunion
2019-02-28;CIVA;TMA Direction technique;10,5;TMA
