Date;Projet;Description;Temps (en heure);Tache
2017-05-30;Pyhtagore;Formation GIT à Lannion au CMS;7;Pythagore
2017-05-31;Pyhtagore;Formation GIT à Lannion au CMS;7;Pythagore
