Date;Projet;Description;Temps (en heure);Tache
2017-05-02;DeclarVins;Ticket #19278;4,5;TMA
2017-05-02;DeclarVins;Ticket #19339;0,5;TMA
2017-05-02;DeclarVins;Ticket #19340;0,5;TMA
2017-05-02;DeclarVins;Ticket #19341;1,5;TMA
2017-05-05;DeclarVins;Ticket #19339;1,5;TMA
2017-05-05;DeclarVins;Ticket #19343;0,5;TMA
2017-05-05;DeclarVins;Ticket #19348;1;TMA
2017-05-05;DeclarVins;Ticket #19360;1,5;TMA
2017-05-10;DeclarVins;Ticket #19382;1;TMA
2017-05-12;DeclarVins;Tickets #19339;4;TMA
2017-05-12;DeclarVins;Tickets #19366;1;TMA
2017-05-12;DeclarVins;Tickets #19373;2;TMA
2017-05-18;DeclarVins;Demandes Sandrine;0,5;TMA
2017-05-18;DeclarVins;Tickets #19443 #19422 #19451;2,5;TMA
2017-05-19;DeclarVins;Ticket #19460;1,5;TMA
2017-05-19;DeclarVins;Ticket #19463;0,5;TMA
2017-05-22;DeclarVins;EDI Antislash;0,5;TMA
2017-05-22;DeclarVins;Ticket #19382;1,5;TMA
2017-05-24;DeclarVins;Ticket #19217;1;TMA
2017-05-24;DeclarVins;Ticket #19490;2;TMA
2017-05-30;DeclarVins;Reunion CIVP;7;TMA
