Date;Projet;Description;Temps (en heure);Tache
2018-07-02;VINSI; Ajustement recherche accise;1,5;TMA
2018-07-02;VINSI; Transmission douane;1,5;TMA
2018-07-03;VINSI; Aide formation fanny;3,5;TMA
2018-07-09;VINSI; Transmission douane probleme;0,5;TMA
2018-07-12;VINSI; Tableau de retour douane;4,5;TMA
2018-07-13;VINSI; Tableau de retour douane;7;TMA
2018-07-16;VINSI; Transmission douane foireuse;1;TMA
2018-07-17;VINSI; Mis en prod xml douane sous forme de tableau;2,5;TMA
2018-07-17;VINSI; uniformisation enlevement contrat visu;1;TMA
2018-07-31;VINSI;Intervention DRM;3,5;TMA
