Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2018-07-02;BIVC; produits autres coches;1,5;TMA
2018-07-02;IVSO; Ajustement recherche accise;1,5;TMA
2018-07-02;VINSI; Ajustement recherche accise;1,5;TMA
2018-07-02;VINSI; Transmission douane;1,5;TMA
2018-07-03;Aurouze;default formulaire dans type de reglement;1,5;TMA
2018-07-03;IVBD;retour douane ressortissant ayant le meme numero daccise;2;TMA
2018-07-03;IVSO;produit autre dans catalogue produit;1;TMA
2018-07-03;VINSI; Aide formation fanny;3,5;TMA
2018-07-04;BIVC; Ajout dune tache permettant la creation de compte fictif;1,5;TMA
2018-07-04;IVBD; Ajout dune tache permettant la creation de compte fictif;1,5;TMA
2018-07-04;IVSO; Ajout dune tache permettant la creation de compte fictif;1,5;TMA
2018-07-04;IVSO; Ajout dune tache permettant la creation de compte fictif;3;Non facturable
2018-07-05;24EME;Tactical et facturation;4,5;24EME
2018-07-05;Aurouze;transferts;0,5;TMA
2018-07-06;InterRhone; DAE;5;Forfait
2018-07-09;InterRhone; DAE;4,5;Forfait
2018-07-09;VINSI; Transmission douane probleme;0,5;TMA
2018-07-10;InterRhone; DAE;2,5;Forfait
2018-07-10;IVBD; Ajout dans Bi des retour douane;1;TMA
2018-07-10;IVSO; Ajout dans Bi des retour douane;2,5;TMA
2018-07-11;IVSO; uniformisation bi;1;TMA
2018-07-11;OdgProvence;Ajout Parcellaire irrigue PDF;4,5;TMA
2018-07-12;IVBD; ajout de message fin de DRM;1;TMA
2018-07-12;IVSO; ajout de message fin de DRM;1;TMA
2018-07-12;IVSO;ansible from mail retour douane;0,5;TMA
2018-07-12;VINSI; Tableau de retour douane;4,5;TMA
2018-07-13;VINSI; Tableau de retour douane;7;TMA
2018-07-16;IVBD; Tableau de retour douane;1,5;TMA
2018-07-16;IVSO; Tableau de retour douane;1,5;TMA
2018-07-16;VINSI; Transmission douane foireuse;1;TMA
2018-07-17;Aurouze;pdf remise banquaire;1;TMA
2018-07-17;Aurouze;transferts;0,5;TMA
2018-07-17;IVBD; mis en prod xml douane;0,5;TMA
2018-07-17;IVSO; mis en prod xml douane;0,5;TMA
2018-07-17;VINSI; Mis en prod xml douane sous forme de tableau;2,5;TMA
2018-07-17;VINSI; uniformisation enlevement contrat visu;1;TMA
2018-07-18;Gillda;uniformisation giilda;2,5;non facturable
2018-07-18;IVSO;retour douane produit libelle personnalise;1;TMA
2018-07-19;24EME;Vacances Mathurin;7;24EME
2018-07-30;InterRhone; DAE EDI;5;Forfait
2018-07-31;24EME;Bilan comptable;2;24EME
2018-07-31;InterRhone; DAE EDI;2;Forfait
2018-07-31;CIVA;DS VCI et ouverture;35;TMA
2018-07-31;CIVA;Import des tiers correction des droits, Import tiers, Correction DRM, Rectif contrat, Test fichier EDI;7,0;TMA
2018-07-31;ODGRhone;DI;31,5;DI
2018-07-31;ODGRhone;Réunion;7,0;DI
2018-07-31;AVA;Transfert d'exploitation et intégration DR, Problème dégustation, Problème Parcellaire;3,5;TMA
2018-07-31;CNIV;Renouvellement du certificat;7,0;TMA
2018-07-31;IVSO;Intervention DRM et facturation;3,5;TMA
2018-07-31;IVBD;Intervention DRM et facturation;3,5;TMA
2018-07-31;IVBD;Import DRM bordeaux;7,0;TMA
2018-07-31;VINSI;Intervention DRM;3,5;TMA
2018-07-31;24EME;Temps, Facturation, Tactical, Bilan comptable;7,0;24EME
2018-07-31;Admin Sys;Torsocks et conf;3,5;Admin Sys
2018-07-31;Mon activité;Tâche de migration, Amélioration de l'interface;7,0;Mon activité
2018-07-02;DeclarVins;Avenant inscription - ciel;7;TMA
2018-07-03;24EME;Compta;
2018-07-03;DeclarVins;Assistance;1;TMA
2018-07-04;BIVC;Assistance DRM Ciel;2;TMA
2018-07-04;CIVA;Mercuriales;4;TMA
2018-07-05;24EME;Facturation + Tactical;
2018-07-06;CIVA;Mercuriales;6;TMA
2018-07-06;DeclarVins;Assistance;1;TMA
2018-07-09;InterRhone;DAE;7;Forfait
2018-07-10;24EME;Compta;
2018-07-10;DeclarVins;Assistance;2;TMA
2018-07-11;InterRhone;DAE;7;Forfait
2018-07-12;InterRhone;DAE;7;Forfait
2018-07-13;InterRhone;DAE;7;Forfait
2018-07-16;InterRhone;DAE;7;Forfait
2018-07-17;InterRhone;DAE;7;Forfait
2018-07-18;InterRhone;DAE;7;Forfait
2018-07-19;InterRhone;Reunion DAE;7;Forfait
2018-07-20;CIVA;Mercuriales;7;TMA
2018-07-23;DeclarVins;Assistance;1;TMA
2018-07-23;DeclarVins;DS Negoce;6;TMA
2018-07-24;DeclarVins;Assistance;1;TMA
2018-07-24;InterRhone;DAE;6;TMA
2018-07-25;DeclarVins;DS Negoce;7;TMA
2018-07-26;InterRhone;DAE;4;TMA
2018-07-26;24EME;Visite Morning Marcadet;
2018-07-27;DeclarVins;DS Negoce;5,5;TMA
2018-07-27;DeclarVins;Assistance;1,5;TMA
2018-07-30;DeclarVins;DS Negoce;6;TMA
2018-07-30;InterRhone;DAE;1;TMA
2018-07-31;24EME;Bilan Comptable;
2018-07-31;InterRhone;DAE;4;TMA
