Date;Projet;Description;Temps (en heure);Tache
2018-07-02;BIVC; produits autres coches;1,5;TMA
2018-07-04;BIVC; Ajout dune tache permettant la creation de compte fictif;1,5;TMA
2018-07-04;BIVC;Assistance DRM Ciel;2;TMA
