Date;Client;Description;Temps (en heure);Catégorie
2024-05-31;IVSO;Developpement;56;NutriVin
2024-05-31;IVSO;Dev général;1;NutriVin
2024-05-31;IVSO;Dev général;20;NutriVin;
2024-05-31;IVSO;NutriVin;21;NutriVin
2024-05-31;IVSO;NutriVin;28;NutriVin
2024-05-31;IVSO;Nutrivin Mise en prod;73,5;NutriVin
2024-05-31;IVSO;TMA;1,5;TMA
