Date;Client;Description;Temps (en heure);Catégorie
2024-05-31;Aurouze;Ajout pages erreurs;1;TMA
2024-05-31;Aurouze;Modification nommage titres commentaires;0,5;TMA
2024-05-31;Aurouze;Optimisation recherche générale;2;TMA
2024-05-31;Aurouze;TMA;17,5;TMA
2024-05-31;Aurouze;TMA;5;TMA
