Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2023-10-31;CentreLoire;Mise en prod;75;Forfait
2023-10-31;PlateauUrbain;Sprint plateforme;21,5;Plateforme
2023-10-31;ODGNantes;TMA;0,5;TMA
2023-10-31;BIVC;TMA;0,5;TMA
2023-10-31;ODGProvence;TMA;2;TMA
2023-10-31;CIVA;Sprint SV;5,5;SV11/SV12
2023-10-31;Aurouze;TMA Tuenet;1;TMA
2023-10-31;IR;Assistance / Demande;10,5;TMA
2023-10-31;IR;Reunion;2;Adelphe
2023-10-31;IR;Creation compte producteur de raisin;10,5;TMA
2023-10-31;IVSE;Assistance / Demande;10,5;TMA
2023-10-31;IVSE;Evolutions VIP2C;10,5;TMA
2023-10-31;IVSE;Facturation email;7;TMA
2023-10-31;CIVA;Developpement;5,0;SV11/SV12
2023-10-31;CIVA;Assistance / Demande;1;TMA
2023-10-31;CentreLoire;Fine tuning;14;Forfait
2023-10-31;CentreLoire;Developpement;24,5;Forfait
2023-10-31;BIVC;Assistance / Demande;2;TMA
2023-10-31;AVA;Assistance / Demande;1;TMA
2023-10-31;CIVP;Assistance / Demande;7;TMA
2023-10-31;CIVP;Reserve interpro;2;TMA
2023-10-31;VinsIGP;TMA;14;TMA
2023-10-31;IVSE;Developpement;3,5;VIP2C
2023-10-31;ODGProvence;TMA;3,5;TMA
2023-10-31;ADM;Dev + adminsys;7;déploiement + TMA
2023-10-31;AT86;Developpement;3;Developpement
2023-10-31;ODGRhone;TMA;7;TMA
2023-10-31;PlateauUrbain;TMA;3,5;TMA
2023-10-31;CentreLoire;TMA;49;Forfait
2023-10-31;NLNet;traduction signature PDF;1;Traduction Signature PDF
2023-10-31;CentreLoire;Mise en prod;51;Forfait
2023-10-31;CIVA;TMA;7,0;TMA
2023-10-31;VinsIGP;TMA;3,5;TMA
2023-10-31;CentreLoire;TMA;94,5;Forfait
2023-10-31;BIVC;TMA;2,0;TMA
2023-10-31;Aurouze;TMA;7,0;TMA
