Date;Projet;Description;Temps (en heure);Tache
2016-05-18;DeclarVins;Evolution EDI V1 CIVP;5;TMA
2016-05-19;DeclarVins;Ticket 17386 Comptes test CIEL IR;2;Forfait
2016-05-19;DeclarVins;Tickets 17372 17343;4;TMA
2016-05-20;DeclarVins;Reunion CIEL;4;TMA
2016-05-23;DeclarVins;Comptes test CIEL CIVP;2;Forfait
2016-05-23;DeclarVins;Correctifs suite aux tests de la reunion CIEL;5;Forfait
2016-05-24;DeclarVins;CIEL EDI V2;7;Forfait
2016-05-25;DeclarVins;Correctifs suite aux tests CIVP CIEL;2;Forfait
2016-05-25;DeclarVins;Export Produits DRM CDR IR;1;TMA
2016-05-27;DeclarVins;CIEL EDI V2;4;Forfait
