Date;Client;Description;Temps (en heure);Catégorie
2026-08-31;CentreLoire;AdminSys;3,5;TMA
2026-08-31;CentreLoire;TMA;0,5;TMA
2026-08-31;CentreLoire;TMA;0,5;TMA
