Date;Client;Description;Temps (en heure);Catégorie
2026-08-31;IVBD;AdminSys;10,5;TMA
2026-08-31;IVBD;Problème métabase (facturable moins);7;TMA
2026-08-31;IVBD;TMA;1;TMA
2026-08-31;IVBD;TMA;3,5;TMA
