Date;Client;Description;Temps (en heure);Catégorie
2026-08-31;CIVA;AdminSys;7;AdminSys
2026-08-31;CIVA;TMA;1,5;TMA
2026-08-31;CIVA;TMA;1;TMA
2026-08-31;CIVA;TMA;5,5;TMA
2026-08-31;CIVA;TMA;7;TMA
