Date;Client;Description;Temps (en heure);Catégorie
2026-08-31;VinsIGP;AdminSys;3,5;TMA
2026-08-31;VinsIGP;TMA;3,5;TMA
2026-08-31;VinsIGP;TMA;3;TMA
2026-08-31;VinsIGP;TMA;5;TMA
