Projet;Tâche;Temps (en heure);Temps (en jours)
24eme;;17;2,4
24eme;24eme;16;2,3
24eme;24EME;3,5;0,5
24eme;Ansible;1,5;0,2
24eme;conge;7;1,0
24eme;TOTAL;45;6,4
Aurouze;prelevement;16;2,3
Aurouze;Reunion;2,5;0,4
Aurouze;TMA;16;2,3
Aurouze;TOTAL;34,5;4,9
AVA;Réunion;7;1,0
AVA;TMA;11;1,6
AVA;TOTAL;18;2,6
BIVC;TMA;4;0,6
BIVC;TOTAL;4;0,6
CIVA;Réunion;3,5;0,5
CIVA;TMA;38,5;5,5
CIVA;TOTAL;42;6,0
DeclarVins;TMA;27,5;3,9
DeclarVins;TOTAL;27,5;3,9
GIILDA;GIILDA;5;0,7
GIILDA;TOTAL;5;0,7
IR;Forfait;0,5;0,1
IR;TMA;12;1,7
IR;TOTAL;12,5;1,8
IVBD;TMA;2,5;0,4
IVBD;TOTAL;2,5;0,4
IVSO;TMA;6,5;0,9
IVSO;TOTAL;6,5;0,9
Juricaf;TMA;3;0,4
Juricaf;TOTAL;3;0,4
OdgProvence;Lot 3;9;1,3
OdgProvence;TOTAL;9;1,3
ODGRhone;DI;7;1,0
ODGRhone;TOTAL;7;1,0
PSA;Forfait;59;8,4
PSA;Réunion;8,5;1,2
PSA;TOTAL;67,5;9,6
Sancerre;TMA;2;0,3
Sancerre;TOTAL;2;0,3
VINSI;TMA;25,5;3,6
VINSI;TOTAL;25,5;3,6
TOTAL;TOTAL;44,5
