Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2023-01-31;CIVA;Déclaration SV11/SV12;14;SV11/SV12
2023-01-31;CIVA;TMA;3,5;TMA
2023-01-31;CIVA;Réserve interpro;9;Réserve interpro
2023-01-31;CIVP;TMA;3,5;TMA
2023-01-31;CIVP;Évolution calendrier;3,5;Calendrier
2023-01-31;IR;TMA;5;TMA
2023-01-31;Aurouze;TMA;1,5;TMA
2023-01-31;IVSE;TMA;1;TMA
2023-01-31;IVSO;TMA;3,5;TMA
2023-01-31;VinsIGP;TMA;4;TMA
2023-01-31;Tuenet;TMA;0,5;TMA
2023-01-31;IR;Facturation;17,5;Facturation
2023-01-31;IR;Evolution contrat;21;Pluriannuel
2023-01-31;IR;Assistance / Demande;7;TMA
2023-01-31;IVSE;Assistance / Demande;10,5;TMA
2023-01-31;CIVP;Assistance / Demande;7;TMA
2023-01-31;CIVA;Developpement;17,5;Contrat pluriannuel
2023-01-31;CIVA;Assistance / Demande;2;TMA
2023-01-31;ODGProvence;Assistance / Demande;1;TMA
2023-01-31;VinsIGP;Assistance / Demande;3,5;TMA
2023-01-31;Aurouze;Evolutions;14;Plan sanitation
2023-01-31;Aurouze;Réunion;3,5;TMA
2023-01-31;AVA;Assistance / Demande;1;TMA
2023-01-05;PlateauUrbain;Commune mesure correction block acteurice;4;Plateforme
2023-01-05;IVBD;Total statut dans l'export CSV;2;TMA
2023-01-12;Juricaf;Préparation à import récurrents belges;2;TMA
2023-01-23;PlateauUrbain;Page de login qd erreur de mdp;4;Plateforme
2023-01-31;ODGProvence;Doc de contrôle;4;Contrôle
2023-01-31;ODGRhone;Direction technique;5;TMA (notamment récupération SV)
2023-01-31;VinsIGP;Direction technique;4;TMA
2023-01-31;CIVA;Direction technique;7;Réserve interpro
2023-01-31;IVBD;Direction technique;3,5;TMA (CIVB)
2023-01-31;AVA;Direction technique;10,5;AffectationParcellaireCVI
2023-01-31;ODGProvence;Direction technique;5;TMA + réunion + SV
2023-01-31;AdminSys;Direction technique;7;TMA
2023-01-31;vsFLIT;Direction technique;7;Préparation + docs pour l'avocat
2023-01-31;AvantVente;Direction technique;3,5;Réunions ADM + proposition
2023-01-31;24eme;Direction technique;3,5;Voeux
2023-01-31;VinsIGP;TMA;10,5;TMA
2023-01-31;ODGRhone;TMA;3,5;TMA
2023-01-31;CIVA;SV11/SV12;14,0;SV11/SV12
2023-01-31;CIVA;Contrat pluriannuel;17,5;Contrat pluriannuel
2023-01-31;CIVA;TMA;12;TMA
2023-01-31;AVA;Affectation parcellaire;17,5;AffectationParcellaireCVI
2023-01-31;Aurouze;TMA;14,0;TMA
2023-01-01;ODGProvence;Scrapping et Export;28,0;DS
2023-01-01;IR;Stats Inter-Rhone;14,0;Statistiques
