Date;Projet;Description;Temps (en heure);Tache
2020-12-07;VINSI;Transmission DRM;0,5;TMA
2020-12-08;VINSI;Import DRM;1;TMA
2020-12-10;VINSI;Accès calendrier;0,5;TMA
2020-12-10;VINSI;Transmission DRM;0,5;TMA
2020-12-14;VINSI;pb Drev et import Dr;3;ODG
2020-12-14;VINSI;rectification drev et factures;1,5;ODG
2020-12-14;VINSI;tma DRM;5;TMA
2020-12-18;VINSI;rectification drev;2,5;TMA
2020-12-23;VINSI;tma probleme mail;1,5;ODG
2020-12-30;VINSI;tma drev et contrat;2;TMA
2020-12-31;VINSI;Direction technique;10,5;ODG DT
2020-12-31;VINSI;Direction technique;3,5;ODG Reserve Interpro DT
2020-12-31;VINSI;TMA DREV;14;ODG
