Projet;Tâche;Temps (en heure);Temps (en jours)
24EME;24ème;3,5;0,5
24EME;24eme;6;0,9
24EME;;4;0,6
24EME;Bilan comptable;3;0,4
24EME;Victoire;2;0,3
24EME;VINS;1;0,1
24EME;TOTAL;19,5;2,8
Aurouze;Contrat;7;1,0
Aurouze;Forfait;6;0,9
Aurouze;TOTAL;13;1,9
CIVA;DRM;56,5;8,1
CIVA;DRM EDI;3;0,4
CIVA;DR VTSGN;35;5,0
CIVA;Migration des comptes;25,5;3,6
CIVA;TMA;11;1,6
CIVA;TOTAL;131;18,7
DeclarVins;TMA;90,5;12,9
DeclarVins;TOTAL;90,5;12,9
GIILDA;Télédeclaration;14;2,0
GIILDA;TMA;2,5;0,4
GIILDA;TOTAL;16,5;2,4
VINSI;DRM EDI;3;0,4
VINSI;TMA;1;0,1
VINSI;TOTAL;4;0,6
