Date;Projet;Description;Temps (en heure);Tache
2016-08-01;24EME;préparation Bilan Comptable 2016;1;Bilan comptable
2016-08-02;24EME;Bilan Comptable 2016;2;Bilan comptable
2016-08-02;24EME;Bilan comptable + facturation;
2016-08-12;24EME;aide à victoire;2;Victoire
2016-08-15;24EME;Point tactical;4;24eme
2016-08-15;24EME;Tactical Meeting;3,5;24ème
2016-08-15;24EME;Tactical meeting;4;
2016-08-16;24EME;Orga projet vins;1;VINS
2016-08-19;24EME;faisage de temps;2;24eme
