Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2016-08-15;24EME;Tactical Meeting;3,5;24ème
2016-08-16;CIVA;Adaptation de la DS à la nouvelle conf;3,5;Migration des comptes
2016-08-17;CIVA;Adaptation de la DS à la nouvelle conf;5;Migration des comptes
2016-08-18;CIVA;Adaptation de la DR à la nouvelle conf;7;Migration des comptes
2016-08-19;CIVA;Adaptation de la DR à la nouvelle conf;2;Migration des comptes
2016-08-19;CIVA;VTSGN dans la conf de la DR, optimisation de la conf;5;DR VTSGN
2016-08-22;CIVA;VTSGN dans la DR;4;DR VTSGN
2016-08-22;VINSI;Fixe bug de reprise de produits non télédéclaré en inter campagne;1;TMA
2016-08-23;CIVA;VTSGN dans la DR;5;DR VTSGN
2016-08-24;CIVA;VTSGN dans la DR;3,5;DR VTSGN
2016-08-25;CIVA;VTSGN dans la DR;3,5;DR VTSGN
2016-08-26;CIVA;VTSGN dans la DR;7;DR VTSGN
2016-08-28;CIVA;VTSGN dans la DR;3,5;DR VTSGN
2016-08-29;CIVA;Réunion CIVA DRM;3,5;DRM
2016-08-29;CIVA;Réunion CIVA VTSGN;3,5;DR VTSGN
2016-08-30;CIVA;Correction migration des comptes;2;Migration des comptes
2016-08-30;CIVA;Réunion CIVA Migration des comptes;3,5;Migration des comptes
2016-08-31;CIVA;Correction migration des comptes;2,5;Migration des comptes
2016-08-31;GIILDA;Correction export csv de la facturation et code comptable;2,5;TMA
2016-08-01;DeclarVins;EDIV2 #17674;5;TMA
2016-08-01;DeclarVins;Ticket 17575;2;TMA
2016-08-02;24EME;Bilan comptable + facturation;
2016-08-02;DeclarVins;EDIV2 #17674;2;TMA
2016-08-03;DeclarVins;EDIV2 finalisation + doc #17674;5;TMA
2016-08-03;DeclarVins;adhesion ciel #17584;2;TMA
2016-08-04;DeclarVins;adhesion ciel #17584;7;TMA
2016-08-05;DeclarVins;adhesion ciel #17584;4;TMA
2016-08-08;DeclarVins;adhesion ciel #17584;7;TMA
2016-08-09;DeclarVins;adhesion ciel #17584;7;TMA
2016-08-10;DeclarVins;adhesion ciel #17584;5;TMA
2016-08-10;DeclarVins;Mise a jour doc EDI V2 #17674;2;TMA
2016-08-11;DeclarVins;Ticket #17582;2;TMA
2016-08-11;DeclarVins;Ticket #17721;1;TMA
2016-08-11;DeclarVins;Ticket #17725;1;TMA
2016-08-11;DeclarVins;Ticket #17580;0.5;TMA
2016-08-12;DeclarVins;Tickets #17579 #17578;4;TMA
2016-08-12;DeclarVins;Ticket #17577;1;TMA
2016-08-12;DeclarVins;Ticket #17558;1;TMA
2016-08-15;24EME;Tactical meeting;4;
2016-08-22;DeclarVins;Tickets #17747 #17718;2;TMA
2016-08-22;DeclarVins;Ticket #17575;1;TMA
2016-08-22;DeclarVins;Traitement email Marine 22/08 nug transfert ciel + email Brice A. 16/08 erreur 500;2;TMA
2016-08-23;DeclarVins;Ticket #17740;2;TMA
2016-08-23;DeclarVins;Ticket #16182;3;TMA
2016-08-23;DeclarVins;Ticket #17575;1;TMA
2016-08-23;DeclarVins;Gestion projet CIEL;1;TMA
2016-08-24;DeclarVins;Ticket #16182;1;TMA
2016-08-24;DeclarVins;Ticket #17801;3;TMA
2016-08-25;DeclarVins;Ticket #17822;7;TMA
2016-08-26;DeclarVins;Ticket #17822;5;TMA
2016-08-29;CIVA;Reunion DR, Comptes, DRM;7;TMA
2016-08-30;DeclarVins;Ticket #17831;1;TMA
2016-08-30;CIVA;Reunion DR, Compte, DRM;4;TMA
2016-08-30;DeclarVins;Ticket #17807;2;TMA
2016-08-31;Aurouze;Dev;6;Forfait
2016-08-31;DeclarVins;Gestion de projet;1;TMA
2016-08-01;24EME;préparation Bilan Comptable 2016;1;Bilan comptable
2016-08-01;GIILDA;Contrats et DRM réparation popup export;6;Télédeclaration
2016-08-02;24EME;Bilan Comptable 2016;2;Bilan comptable
2016-08-02;GIILDA;Merge de branche, alignement teledeclaration et master;5;Télédeclaration
2016-08-03;Aurouze;Ajout de description dans Bon bleu;2;Contrat
2016-08-03;CIVA;Boostrapisation des template début;3;DRM
2016-08-03;GIILDA;Merge et gestion popup;3;Télédeclaration
2016-08-04;CIVA;Inté conforme et réparation Popup;6;DRM
2016-08-05;Aurouze;Réparation bug Contrat;1;Contrat
2016-08-05;CIVA;Doc EDI;3;DRM EDI
2016-08-05;VINSI;Doc EDI;3;DRM EDI
2016-08-08;CIVA;Popup inté et popup contrat et vue;7;DRM
2016-08-09;CIVA;Reprise des données des autres doc pour création de DRM;6;DRM
2016-08-10;CIVA;Réparation import EDI ac et susp;6;DRM
2016-08-11;CIVA;Reprise des données autres doc pour création en vue;6;DRM
2016-08-12;24EME;aide à victoire;2;Victoire
2016-08-12;CIVA;Vue Ac, sups;2;DRM
2016-08-15;24EME;Point tactical;4;24eme
2016-08-16;24EME;Orga projet vins;1;VINS
2016-08-16;CIVA;Ajout Annexes, obs;5;DRM
2016-08-17;CIVA;Annexes ajout js, stats europeenes, retrait sucre et droit douanes;6;DRM
2016-08-18;CIVA;Annexes ajout observations pt vigilance et visu et js;6;DRM
2016-08-19;24EME;faisage de temps;2;24eme
2016-08-19;Aurouze;Gestion de la reconduction;4;Contrat
