Date;Client;Description;Temps (en heure);Catégorie
2026-07-31;IGPAtlantique;Dev;0,5;Forfait
2026-07-31;IGPAtlantique;Developpements;11;Forfait
2026-07-31;IGPAtlantique;Developpements;7;Forfait
2026-07-31;IGPAtlantique;Réunion;2;Forfait
2026-07-31;IGPAtlantique;reunion IGP Atlantique;3;Forfait
