Date;Client;Description;Temps (en heure);Catégorie
2026-07-31;IVSO;AdminSys;7;TMA
2026-07-31;IVSO;PDF Cahors;14;ContratsCahors
2026-07-31;IVSO;TMA;3,5;TMA
