Date;Client;Description;Temps (en heure);Catégorie
2026-07-31;CIVP;Assistance / Demande;3,5;TMA
2026-07-31;CIVP;Developpement Export Client;7;Pennylane
2026-07-31;CIVP;Developpement Export MandatSepa;3,5;Pennylane
2026-07-31;CIVP;Développement Pennylane;3;Pennylane
2026-07-31;CIVP;Pennylane;3,5;Pennylane
2026-07-31;CIVP;Réunion;1;Pennylane
2026-07-31;CIVP;Réunion;2;Pennylane
2026-07-31;CIVP;TMA;1,5;TMA
