Date;Projet;Description;Temps (en heure);Tache
2018-05-03;OdgProvence;debug ;0,5;Forfait
2018-05-09;OdgProvence;possibilité de supprimer des des interlocuteurs;1;TMA
2018-05-11;OdgProvence;Débug des parcellaires;1;TMA
2018-05-14;OdgProvence;Import de parcellaires;1;TMA
2018-05-15;OdgProvence;Gestion d'import de parcellaires;1;TMA
2018-05-22;OdgProvence;Correction groupes et moteur de recherche;2,5;TMA
2018-05-23;OdgProvence;Mise en preprod parcellaire irrigue;1;Forfait
2018-05-23;OdgProvence;parcellaire irrigable en campagne nplus1;2,5;TMA
2018-05-25;OdgProvence;parcellaire irrigable en campagne nplus1;1;TMA
