Date;Projet;Description;Temps (en heure);Tache
2018-05-02;Aurouze; mis à jour de lordre des Attachements dans les visu;3;Forfait
2018-05-07;Aurouze; mis à jour Attachements et mis en prod;5;Forfait
2018-05-09;Aurouze; protection double upload;2,5;Forfait
2018-05-11;Aurouze; debug tel;1,5;Forfait
2018-05-16;Aurouze; debug css téléphone;1,5;Forfait
2018-05-17;Aurouze;Adaptaion des paiements;1;Forfait
2018-05-17;Aurouze; Huissier et paiement;5;Forfait
2018-05-25;Aurouze;réparation du bouton  dici le;1,5;TMA
2018-05-28;Aurouze;opti de navigation;2,5;TMA
2018-05-29;Aurouze;Statistiques;5;TMA
2018-05-30;Aurouze;Optimisation des calendrier et des retours vers les passages;3;TMA
2018-05-31;Aurouze;test banquaire;4,5;Forfait
