Date;Projet;Description;Temps (en heure);Tache
2018-05-03;24ème;Facturation / Tactical;
2018-05-03;24ème;Tactical;3;24ème
2018-05-03;24ème;Tactical;3,5;TM
2018-05-03;24ème;Temps + facturation;2,5;24ème
2018-05-09;24ème;Envoi des factures;1;24ème
2018-05-09;24ème;Sysnove;2,5;Admin sys
2018-05-15;24ème;Gerance;
2018-05-18;24ème;Sysnove;2,5;Admin sys
2018-05-23;24ème;Sysnove;7;Admin sys
2018-05-24;24ème;Intégration continue;3,5;Admin sys
2018-05-24;24ème;Mathurin Congés;7;interne
2018-05-25;24ème;Test unitaire et intégration continue;7;Admin sys
2018-05-30;24ème;Test unitaire et intégration continue;3,5;Admin sys
2018-05-31;24ème;demo pythagore / espace client;
