Date;Projet;Description;Temps (en heure);Tache
2020-11-02;VinsIGP;changement volume degust;2;Forfait
2020-11-02;VinsIGP;chgmt dégustation prélèvement;1,5;Forfait
2020-11-02;VinsIGP;gestion degustation;4,5;Forfait
2020-11-03;VinsIGP;Changement volume degust;1;Forfait
2020-11-03;VinsIGP;gestion degustation;3,5;Forfait
2020-11-03;VinsIGP;reunion;3,5;Reunion
2020-11-03;VinsIGP;Reunion;3,5;Reunion$
2020-11-03;VinsIGP;Validation drev modificatrice;1;Forfait
2020-11-04;VinsIGP;Validation odg modificatrice;0,5;Forfait
2020-11-12;VinsIGP;Export;3;Forfait
2020-11-12;VinsIGP;Import;3;Forfait
2020-11-12;VinsIGP;travaux degust;1,5;Forfait
2020-11-13;VinsIGP;Ajout Produit;0,5;Forfait
2020-11-13;VinsIGP;Interface;1,5;Forfait
2020-11-16;VinsIGP;gestion etiquette;5;Forfait
2020-11-17;VinsIGP;PDF;6;Forfait
2020-11-17;VinsIGP;pdf et degustation;4,5;Forfait
2020-11-18;VinsIGP;import de donnée et drev;5,5;Forfait
2020-11-19;VinsIGP;template facturation;3,5;Forfait
2020-11-23;VinsIGP;facturation et pdf;3,5;Forfait
2020-11-26;VinsIGP;facturation des chgdenom;1,5;Forfait
2020-11-27;VinsIGP;test et lots dans drev;6;Forfait
2020-11-30;VinsIGP;"Dev:Drev spécificité, Déclassement, Dégustation pdf";42;Forfait
2020-11-30;VinsIGP;Developpement Degustation / PDF;20;Forfait
2020-11-30;VinsIGP;Developpements;38,5;Forfait
2020-11-30;VinsIGP;Direction technique;7;Forfait
2020-11-30;VinsIGP;gestion des specificite;1,5;Forfait
