Date;Projet;Description;Temps (en heure);Tache
2020-11-06;CIVA;debugage DRM semaine declaration;0,5;TMA
2020-11-09;CIVA;contrat mercurial et autre contrat a modifier;1,5;TMA
2020-11-09;CIVA;DRM bloquée;0,5;TMA
2020-11-10;CIVA;rapport douane;2;TMA
2020-11-12;CIVA;Date DR civa;0,5;TMA
2020-11-12;CIVA;mercurial et vrac;2;TMA
2020-11-12;CIVA;pdf orga marché;1;TMA
2020-11-16;CIVA;Volume contrat;0,5;TMA
2020-11-19;CIVA;Maj tier;0,5;TMA
2020-11-20;CIVA;DRM bloquée;0,5;TMA
2020-11-23;CIVA;mis a jour notice VCI et DR;3;TMA
2020-11-24;CIVA;recap VCI DRM et Délégation;3;TMA
2020-11-26;CIVA;maj tiers;1;TMA
2020-11-30;CIVA;Assistance / Demande;7;TMA
2020-11-30;CIVA;TMA DR et DRM et EXPORT BI DR;24,5;TMA
