Projet;Tâche;Temps (en heure);Temps (en jours)
ADM;Libération;5;0,7
ADM;Sécurisation;1,5;0,2
ADM;TMA;12;1,7
ADM;TOTAL;18,5;2,6
AMVM;TMA;7;1,0
AMVM;TOTAL;7;1,0
AT86;Developpement;3;0,4
AT86;TOTAL;3;0,4
Aurouze;TMA;5;0,7
Aurouze;TOTAL;5;0,7
AVA;TMA;21;3,0
AVA;TOTAL;21;3,0
BIVC;TMA;11;1,6
BIVC;TOTAL;11;1,6
CentreLoire;Forfait;113;16,1
CentreLoire;TMA;13;1,9
CentreLoire;TOTAL;126;18,0
CIVA;adminsys;3,5;0,5
CIVA;SV11/SV12;56,5;8,1
CIVA;TMA;31,5;4,5
CIVA;TOTAL;91,5;13,1
CIVP;TMA;14;2,0
CIVP;TOTAL;14;2,0
IR;TMA;15;2,1
IR;TOTAL;15;2,1
IVBD;TMA;1,5;0,2
IVBD;TOTAL;1,5;0,2
IVSE;TMA;10,5;1,5
IVSE;TOTAL;10,5;1,5
Juricaf;TMA;8,5;1,2
Juricaf;TOTAL;8,5;1,2
NLNet;chiffrement;25;3,6
NLNet;OrganisationFullJS;7;1,0
NLNet;TOTAL;32;4,6
ODGProvence;Forfait;12;1,7
ODGProvence;TMA;3,5;0,5
ODGProvence;TMA + exports FA DS;7;1,0
ODGProvence;TOTAL;22,5;3,2
ODGRhone;TMA;17,5;2,5
ODGRhone;TOTAL;17,5;2,5
PlateauUrbain;Plateforme;24,5;3,5
PlateauUrbain;TOTAL;24,5;3,5
VinsIGP;TMA;21;3,0
VinsIGP;TOTAL;21;3,0
TOTAL;TOTAL;64,3
