Date;Client;Description;Temps (en heure);Catégorie
2024-06-30;CIVP;Assistance / Demande + evolutions;21;TMA
2024-06-30;CIVP;Calendrier;11,25;Calendrier
2024-06-30;CIVP;Dev;2;TMA
