Date;Client;Description;Temps (en heure);Catégorie
2024-06-30;ODGRhone;Calendrier;11,25;Calendrier
2024-06-30;ODGRhone;Dev + réunion;7,0;Manquant
2024-06-30;ODGRhone;TMA;1;TMA
