Date;Client;Description;Temps (en heure);Catégorie
2024-10-31;CentreLoire;Formation;7;Formation
2024-10-31;CentreLoire;Réunion Métabase;7;Formation
2024-10-31;CentreLoire;TMA;0,5;TMA
2024-10-31;CentreLoire;TMA;14;TMA
2024-10-31;CentreLoire;TMA;3,5;TMA
