Date;Client;Description;Temps (en heure);Catégorie
2024-10-31;ODGProvence;Développement + import;31,5;CAPCVP
2024-10-31;ODGProvence;Import et adaptation pour Cotraux d'Aix et Varoix;31,5;CAPCVP
