Date;Projet;Description;Temps (en heure);Tache
2019-01-09;VINSI;Assistance / Demandes Catalogue produit;0,5;TMA
2019-01-10;VINSI;Assistance / Demandes DRM;1;TMA
2019-01-10;VINSI;Creation bouton de retransmission de DRM;2,5;TMA
2019-01-11;VINSI;Debug DRM et retransmission;3,5;TMA
2019-01-14;VINSI;retransmission des DRM et debug;5,5;TMA
2019-01-15;VINSI;retransmission DRM;1,5;TMA
2019-01-16;VINSI;Assistance / Demandes Contrat Facture;1,5;TMA
2019-01-21;VINSI;EDI Colonne id douane;1,5;TMA
2019-01-22;VINSI;array array dans sv11;2,5;TMA
2019-01-22;VINSI;bi ds qui bouge;1,5;TMA
2019-01-23;VINSI;bi dss;0,5;TMA
2019-01-23;VINSI;drm modification;1;TMA
2019-01-24;VINSI;reunion Fanny InteVINSI;1,5;TMA
2019-01-31;VINSI;TMA Direction technique;7;TMA
