Date;Projet;Description;Temps (en heure);Tache
2017-04-03;Aurouze;Débug des contrat et passages;4;Tournée
2017-04-04;Aurouze;Débug des dates de passages;1;Tournée
2017-04-04;Aurouze;Mobile et telephone;1;Forfait
2017-04-10;Aurouze;Ajout d'un libéllé pour savoire si facturé ou non;1,5;Tournée
2017-04-11;Aurouze;Renforcement de la remontée des passages;1,5;Passage
2017-04-14;Aurouze;Meilleurs visu passage;1,5;Passage
2017-04-19;Aurouze;contrat reconduit requete renforcée;0,5;Contrat
2017-04-26;Aurouze;Config mobile;3;Forfait
2017-04-26;Aurouze;Installation Téléphone et corrections de petits bug;3,5;TMA
2017-04-28;Aurouze;Correction d'un bug;1;TMA
