Date;Projet;Description;Temps (en heure);Tache
2017-04-03;DeclarVins;Tickets #19182 #18998;1,5;TMA
2017-04-06;DeclarVins;Demandes Brice A;0,5;TMA
2017-04-06;DeclarVins;Ticket #19201;0,5;TMA
2017-04-10;DeclarVins;Ticket #19182;1;TMA
2017-04-10;DeclarVins;Ticket #19202;0,5;TMA
2017-04-10;DeclarVins;Ticket #19208;1;TMA
2017-04-10;DeclarVins;Ticket #19217;0,5;TMA
2017-04-12;DeclarVins;Demande Sandrine DRM acquittes;1;TMA
2017-04-13;DeclarVins;Antislash;0,5;TMA
2017-04-14;DeclarVins;Demande Sandrine pb DRM ciel non validee non transferee;1;TMA
2017-04-18;DeclarVins;Gestion EDI Antislash;3,5;TMA
2017-04-19;DeclarVins;Gestion EDI Antislash;2;TMA
2017-04-19;DeclarVins;Ticket #19202;3,5;TMA
2017-04-19;DeclarVins;Ticket #19254;1;TMA
2017-04-26;DeclarVins;Assistance EDI CIVP;0,5;TMA
2017-04-26;DeclarVins;Ticket #19254;3;TMA
2017-04-26;DeclarVins;Ticket #19300;0,5;TMA
2017-04-27;DeclarVins;Tickets #19305 #19182 #19306;2,5;TMA
