Date;Projet;Description;Temps (en heure);Tache
2015-11-02;DeclarVins;Gestion ouverture des tests logiciel antislash + caves tests;2;TMA
2015-11-02;DeclarVins;Ticket 16337;2;TMA
2015-11-03;DeclarVins;Tickets 16332 16215;2;TMA
2015-11-04;DeclarVins;Gestion projet Antislah;1;TMA
2015-11-04;DeclarVins;Maintenance droits circulation;0,5;TMA
2015-11-04;DeclarVins;Tickets 16264 16329 16340 16327;7;TMA
2015-11-05;DeclarVins;Gestion projet Antislah;2;TMA
2015-11-05;DeclarVins;Maintenance droits circulation;1;TMA
2015-11-05;DeclarVins;Tickets 16349 16331;4;TMA
2015-11-06;DeclarVins;Maintenance droits circulation;0,5;TMA
2015-11-06;DeclarVins;Ticket 16270;7;TMA
2015-11-18;DeclarVins;Ticket 16372;2;TMA
2015-11-23;DeclarVins;Gestion de projet CIVP;0,5;TMA
2015-11-23;DeclarVins;Maintenance droits circulation;1;TMA
2015-11-25;DeclarVins;Evolution DRM demat;5;Forfait
2015-11-25;DeclarVins;Maintenance droits circulation;1;TMA
2015-11-26;DeclarVins;Evolution DRM demat;7;Forfait
2015-11-27;DeclarVins;Evolution DRM demat;7;Forfait
2015-11-30;DeclarVins;Evolution DRM demat;7;Forfait
