Date;Projet;Description;Temps (en heure);Tache
2015-11-01;24ème;Temps du mois;1,5;Compta
2015-11-04;24ème;Temps;1,5;Interne
2015-11-04;24ème;Uniformisation des temps;1;Interne
2015-11-05;24ème;Facturation;2,5;Interne
2015-11-06;24ème;Référencement des factures & Github banque;4;Interne
2015-11-10;24ème;Urscop;4;Interne
2015-11-10;24ème;URSCOP Contrat de travail;3,5;Interne
2015-11-18;24ème;OSS;3,5;Interne
2015-11-18;24ème; SAlon OWF;4;Salon
2015-11-23;24ème;Point reprise;5;Interne
2015-11-23;24ème;Point reprise JB;5;Interne
2015-11-24;24ème;Accord de participation et préparation;5;Interne
2015-11-24;24ème;Urscop;4;Interne
2015-11-24;24ème;URSCOP formation accord participation + point equipe;5;Interne
2015-11-25;24ème;Organisation Banque + Sillage + libre entreprise;1;Interne
2015-11-26;24ème;Appel Sillage;1,5;Interne
2015-11-26;24ème;Appel Sillage décision Contrat travail;1,5;Interne
2015-11-26;24ème;Organisation Banque + Sillage + libre entreprise;1;Interne
2015-11-27;24ème; SAlon des vignerons indépendants;4;Salon
2015-11-28;24ème;Temps;1,5;Interne
