2025-09-30;NathanMode;Sprint;18;Linup
2025-09-30;NathanMode;Reunion;2,50;Linup
2025-09-30;Aurouze;TMA;1;TMA
2025-09-30;CIVA;Sprint;17,5;ImportContrat
2025-09-30;CIVA;Reunion;2,50;ImportContrat
2025-09-30;CIVA;TMA;1,5;TMA
2025-09-30;CIVA;Sprint import vrac;17,5;ImportContrat
2025-09-30;CIVA;Reunion de sprint;2,5;ImportContrat
2025-09-30;Gaillac;TMA;12;Forfait
2025-09-30;ODGProvence;Visio controle;2;Controle
2025-09-30;ODGProvence;TMA;3,5;TMA
2025-09-30;CIVP;TMA;3,5;TMA
2025-09-30;IR;TMA;2,5;TMA
2025-09-30;IVSE;TMA;2;TMA
2025-09-30;IVSO;TMA;0,5;TMA
2025-09-30;AVA;TMA;0,5;TMA
2025-09-30;Aurouze;TMA;0,5;TMA
2025-09-30;VinsIGP;TMA;5;TMA
2025-09-30;IVBD;TMA;0,5;TMA
2025-09-30;CentreLoire;TMA;2;TMA
2025-09-30;ODGRhone;TMA;1,5;TMA
2025-09-30;VinsIGP;TMA;10,5;TMA
2025-09-30;Aurouze;TMA;3,5;TMA
2025-09-30;AVA;TMA;1,5;TMA
2025-09-30;CentreLoire;TMA;5,5;TMA
2025-09-30;IVSO;TMA;3,5;TMA
2025-09-30;CIVA;TMA;7,0;TMA
2025-09-30;CIVA;Contrat;14,0;ImportContrat
2025-09-30;NathanMode;Linup;14,0;Linup
2025-09-30;ORessource;ORessource;7,0;ORessource
2025-09-30;IR;Assistance / Demande;6;TMA
2025-09-30;IVSE;Assistance / Demande;1;TMA
2025-09-30;CIVP;Assistance / Demande;14;TMA
2025-09-30;NathanMode;Déploiement metabase;21;Linup
2025-09-30;ODGProvence;Sprint dev contrôle terrain;21;Controle
2025-09-30;ODGRhone;Assistance / Demande;1;TMA
2025-09-30;VinsIGP;Assistance / Demande;1;TMA
2025-09-30;Gaillac;Forfait;17,5;Forfait
2025-09-30;IGPSudOuest;Forfait (mise en prod);10,5;Forfait
2025-09-30;IVSO;TMA + AdminSys;3,5;TMA
2025-09-30;Juricaf;TMA Canada + integration + opti Robots IA + editorial;7;TMA
2025-09-30;VinsIGP;TMA;14;TMA
2025-09-30;ODGRhone;Calendrier + TMA OpenODG;3,5;TMA
2025-09-30;ASSVAS;TMA;3,5;TMA
2025-09-30;ASSVAS;TMA;3,5;TMA
2025-09-30;Prodimmo;SignaturePDF + Metacompta;3,5;Prodimmo
2025-09-30;prodouane;APIsation de prodouane scrapy;14;Mutualisation
2025-09-30;ORessource;Dev;35;demarrage projet
2025-09-30;ADM;TMA;3;Forfait
2025-09-30;Gaillac;TMA;2;Forfait
