Date;Projet;Description;Temps (en heure);Tache
2019-07-02;DeclarVins;Stats Douanes;5;TMA
2019-07-03;DeclarVins;Assistance / Demandes;1,5;TMA
2019-07-03;DeclarVins;DS Negoce;2;TMA
2019-07-03;DeclarVins;Stats Douanes;4;TMA
2019-07-04;DeclarVins;Assistance / Demandes;3,5;TMA
2019-07-04;DeclarVins;Stats Douanes;4;TMA
2019-07-08;DeclarVins;Assistance / Demandes;7;TMA
2019-07-09;DeclarVins;Assistance / Demandes;2;TMA
2019-07-09;DeclarVins;Stats Douanes;2;TMA
2019-07-10;DeclarVins;Ouverture DRM Negoce;2;DrmNegoce
2019-07-12;DeclarVins;Assistance / Demandes;4;TMA
2019-07-17;DeclarVins;Stats Douanes;2,5;TMA
2019-07-19;DeclarVins;Assistance / Demandes;3;TMA
2019-07-22;DeclarVins;Assistance / Demandes;1;TMA
2019-07-23;DeclarVins;Assistance / Demandes;5;TMA
2019-07-24;DeclarVins;Assistance / Demandes;4;TMA
2019-07-25;DeclarVins;Assistance / Demandes;5,5;TMA
2019-07-26;DeclarVins;Assistance / Demandes;3,5;TMA
2019-07-29;DeclarVins;Assistance / Demandes;2;TMA
2019-07-30;DeclarVins;Assistance;1;TMA
2019-07-30;DeclarVins;Assistance;1;TMA
2019-07-30;DeclarVins;Assistance / Demandes;3;TMA
2019-07-31;DeclarVins;Assistance / Demandes;1,5;TMA
2019-07-31;DeclarVins;TMA DRM;3,5;TMA
